Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
11019277962,"Mar 23, 2024, 9:18:36 AM",Morning Ride,Ride,,1202,7.24,168.0,16,false,,Unibike Viper,activities/11779693648.fit.gz,,14.7,1202.0,1202.0,7247.6,13.5,6.03,55.0,109.0,253.4,342.8,13.6,-0.7,,,,,,139.0,,119.0,156.0,,23.0,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,6.03,0.0,,,,,,,,,,,,,,,,,,,""
11019779397,"Mar 23, 2024, 9:48:59 AM",Morning Weight Training,Weight Training,,3033,0,183.0,9,false,,,activities/11780207078.fit.gz,,,3033.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,108.0,,,200.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11020068698,"Mar 23, 2024, 10:47:15 AM",Lunch Ride,Ride,,1705,7.40,176.0,16,false,,Unibike Viper,activities/11780503288.fit.gz,,14.7,1705.0,1689.0,7405.2,9.488,4.384,110.0,53.0,251.6,341.6,10.8,0.8,,,,,,134.0,,133.0,191.0,,27.0,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.343,0.0,,,,,,,,,,,,,,,,,,,""
11021486735,"Mar 23, 2024, 1:29:39 PM",Afternoon Workout,Workout,,2909,1.91,126.0,8,false,,,activities/11781964209.fit.gz,,,2909.0,2909.0,1909.8,1.978,0.657,9.0,12.0,339.0,345.6,17.4,-0.1,,,94.0,58.0,,105.0,,,176.0,,26.0,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.657,0.0,,,,,,,,,,,,,,,,,,,""
11030269874,"Mar 24, 2024, 5:00:24 PM",Evening Run,Run,,2346,5.00,184.0,97,false,,,activities/11791042352.fit.gz,,,2346.0,2346.0,5000.0,3.454,2.131,0.0,0.0,0.0,0.0,0.0,0.0,,,90.0,75.0,,164.0,,196.0,357.0,,,97.0,460014.0,,,,,,,,222.0,2347.0,,,0.0,,1.0,4864.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.131,0.0,,,,5776.0,,,,,,,,,,,,,,,""
11035438617,"Mar 25, 2024, 3:19:25 PM",Afternoon Run,Run,,2522,4.63,160.0,62,false,,,activities/11796386968.fit.gz,,,2522.0,2522.0,4630.0,3.084,1.836,0.0,0.0,0.0,0.0,0.0,0.0,,,110.0,76.0,,151.0,,190.0,353.0,,,62.0,480437.0,,,,,,,,200.0,2523.0,,,0.0,,1.0,5009.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.836,0.0,,,,6318.0,,,,,,,,,,,,,,,""
11041755115,"Mar 26, 2024, 1:54:36 PM",Afternoon Ride,Ride,,1059,3.66,157.0,6,false,,Unibike Viper,activities/11802854446.fit.gz,,14.7,1059.0,855.0,3661.3,10.853,4.282,54.0,53.0,332.0,375.4,16.0,0.0,,,,,,127.0,,118.0,90.0,,23.0,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.457,0.0,,,,,,,,,,,,,,,,,,,""
11048474984,"Mar 27, 2024, 12:24:41 PM",Afternoon Walk,Walk,,3293,3.98,114.0,7,false,,,activities/11810225113.fit.gz,,,3293.0,3293.0,3986.1,2.148,1.21,83.0,85.0,278.2,358.2,13.7,0.0,,,59.0,52.0,,93.0,,,230.0,,25.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.21,0.0,,,,5672.0,,,,,,,,,,,,,,,""
11056939881,"Mar 28, 2024, 5:49:51 PM",Evening Run,Run,,3242,6.73,183.0,127,false,,,activities/11819043356.fit.gz,,,3242.0,3242.0,6730.0,3.288,2.076,0.0,0.0,0.0,0.0,0.0,0.0,,,108.0,74.0,,162.0,,180.0,479.0,,,127.0,582361.0,,,,,,,,214.0,3243.0,,,0.0,,1.0,6120.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.076,0.0,,,,7658.0,,,,,,,,,,,,,,,""
11060479173,"Mar 29, 2024, 8:22:25 AM",Morning Walk,Walk,,8520,6.49,132.0,16,false,,,activities/11822705412.fit.gz,,,8520.0,6809.0,6497.4,4.773,0.954,162.0,128.0,330.6,378.8,25.5,0.0,,,79.0,52.0,,98.0,,,483.0,,26.0,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.763,0.0,,,,9272.0,,,,,,,,,,,,,,,""
11084200592,"Apr 1, 2024, 12:48:34 PM",Afternoon Ride,Ride,,8431,32.96,176.0,88,false,,Unibike Viper,activities/11848433241.fit.gz,,14.7,8431.0,7430.0,32967.1,13.972,4.437,559.0,557.0,241.8,368.0,42.7,0.0,,,,,,136.0,,117.0,748.0,,27.0,88.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.91,407.3,,,,,,,,,,,,,,,,,,,""
11091039528,"Apr 2, 2024, 2:04:19 PM",Afternoon Run,Run,,3660,6.54,162.0,96,false,,,activities/11855664738.fit.gz,,,3660.0,3660.0,6540.0,2.738,1.787,0.0,0.0,0.0,0.0,0.0,0.0,,,105.0,76.0,,153.0,,187.0,504.0,,,96.0,685414.0,,,,,,,,194.0,3661.0,,,0.0,,1.0,7127.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.787,0.0,,,,9270.0,,,,,,,,,,,,,,,""
11110997662,"Apr 5, 2024, 10:25:17 AM",Lunch Walk,Walk,,4530,5.00,123.0,10,false,,,activities/11876238234.fit.gz,,,4530.0,4505.0,5007.1,2.261,1.111,88.0,89.0,114.6,177.0,24.3,0.0,,,94.0,54.0,123.0,94.0,,,294.0,,29.0,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.105,197.8,,,,6694.0,,,,,,,,,,,,,,,""
11120637171,"Apr 6, 2024, 3:44:04 PM",Afternoon Run,Run,,2582,5.20,195.0,84,false,,,activities/11886192675.fit.gz,,,2582.0,2582.0,5200.0,4.392,2.014,0.0,0.0,0.0,0.0,0.0,0.0,,,120.0,76.0,195.0,160.0,,155.0,378.0,,,84.0,401031.0,,,,,,,,224.0,2583.0,,,0.0,,1.0,4217.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.014,0.0,,,,5580.0,,,146.0,143.0,,,,,,,,,,,""
11128614775,"Apr 7, 2024, 3:14:09 PM",Afternoon Run,Run,,2341,4.37,166.0,57,false,,,activities/11894437234.fit.gz,,,2341.0,2341.0,4370.0,3.606,1.867,0.0,0.0,0.0,0.0,0.0,0.0,,,112.0,73.0,166.0,150.0,,209.0,326.0,,,57.0,490418.0,,,,,,,,234.0,2342.0,,,0.0,,1.0,5215.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.867,0.0,,,,5660.0,,,144.0,149.0,,,,,,,,,,,""
11255383315,"Apr 24, 2024, 5:06:24 PM",Evening Run,Run,,1861,3.42,169.0,50,false,,,activities/12024881310.fit.gz,,,1861.0,1861.0,3420.0,3.43,1.838,0.0,0.0,0.0,0.0,0.0,0.0,,,117.0,74.0,169.0,154.0,,165.0,278.0,,,50.0,306162.0,,,,,,,,185.0,1862.0,,,0.0,,1.0,3184.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.838,0.0,,,,4542.0,,,71.0,118.0,,,,,,,,,,,""
11272731576,"Apr 27, 2024, 6:38:56 AM",Morning Swim,Swim,"",2526,800,,,false,,,,,,2526.0,2526.0,800.0,,0.317,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.317,0.0,,,,,,,,,,,,,,,,,,,""
11298062662,"Apr 30, 2024, 11:38:45 AM",Afternoon Swim,Swim,,2265,"1,025",169.0,33,false,,,activities/12069035333.fit.gz,,,2265.0,1292.0,1025.0,2.778,0.793,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.0,169.0,132.0,,,226.0,,,33.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.453,0.0,,,,,,,,,,,,,,,,,,,""
11321441660,"May 3, 2024, 9:55:58 AM",Lunch Swim,Swim,,2733,600,156.0,23,false,,,activities/12093059531.fit.gz,,,2733.0,879.0,600.0,10.0,0.683,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.0,156.0,124.0,,,150.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.22,0.0,,,,,,,,,,,,,,,,,,,""
11327635589,"May 4, 2024, 7:14:52 AM",Morning Walk,Walk,,3283,3.97,118.0,7,false,,,activities/12099418323.fit.gz,,,3283.0,3283.0,3973.3,1.893,1.21,82.0,84.0,112.8,191.0,13.7,0.0,,,80.0,51.0,118.0,93.0,,,230.0,,27.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.21,0.0,,,,5532.0,,,,,,,,,,,,,,,""
11335152737,"May 5, 2024, 7:11:45 AM",Morning Swim,Swim,,2063,900,171.0,44,false,,,activities/12107172635.fit.gz,,,2063.0,1474.0,900.0,1.924,0.611,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.0,171.0,140.0,,,241.0,,,44.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.436,0.0,,,,,,,,,,,,,,,,,,,""
11343031889,"May 6, 2024, 5:40:15 AM",Morning Run,Run,,1381,2.92,167.0,35,false,,,activities/12115289528.fit.gz,,,1381.0,1381.0,2920.0,3.868,2.114,0.0,0.0,0.0,0.0,0.0,0.0,,,89.0,79.0,167.0,152.0,,227.0,212.0,,,35.0,313352.0,,,,,,,,235.0,1382.0,,,0.0,,1.0,3216.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.114,0.0,,,,3632.0,,,86.0,150.0,,,,,,,,,,,""
11344590752,"May 6, 2024, 9:14:20 AM",Lunch Ride,Ride,,7961,25.89,178.0,80,false,,Unibike Viper,activities/12116898674.fit.gz,,14.7,7961.0,6885.0,25897.0,11.59,3.761,490.0,518.0,78.0,235.2,45.2,0.0,,,,,178.0,135.0,,103.0,654.0,,28.0,80.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.253,2610.0,,,,,,,,,,,,,,,,,,,""
11346289275,"May 6, 2024, 3:12:37 PM",Afternoon Walk,Walk,,2835,3.96,130.0,7,false,,,activities/12118649564.fit.gz,,,2835.0,2835.0,3966.3,2.237,1.399,84.0,85.0,114.2,193.4,13.8,0.0,,,68.0,56.0,130.0,101.0,,,238.0,,27.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.399,0.0,,,,5304.0,,,,,,,,,,,,,,,""
11366799505,"May 9, 2024, 7:28:45 AM",Morning Swim,Swim,,2136,"1,200",163.0,65,false,,,activities/12139684706.fit.gz,,,2136.0,1919.0,1200.0,1.668,0.625,0.0,0.0,0.0,0.0,0.0,0.0,,,,31.0,163.0,148.0,,,291.0,,,65.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.562,0.0,,,,,,,,,,,,,,,,,,,""
11377186416,"May 10, 2024, 1:05:44 PM",Afternoon Walk,Walk,,1778,1.83,137.0,4,false,,,activities/12150376427.fit.gz,,,1778.0,1704.0,1834.4,2.64,1.077,37.0,33.0,326.4,346.0,19.4,0.2,,,77.0,57.0,137.0,104.0,,,128.0,,26.0,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.032,0.0,,,,2642.0,,,,,,,,,,,,,,,""
11383464254,"May 11, 2024, 9:02:06 AM",Lunch Run,Run,,4380,7.68,167.0,117,false,,,activities/12156845073.fit.gz,,,4380.0,4380.0,7680.0,2.914,1.753,0.0,0.0,0.0,0.0,0.0,0.0,,,90.0,74.0,167.0,154.0,,152.0,613.0,,,117.0,667830.0,,,,,,,,160.0,4381.0,,,0.0,,1.0,6937.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.753,0.0,,,,10792.0,,,126.0,102.0,,,,,,,,,,,""
11394354890,"May 12, 2024, 1:51:07 PM",Afternoon Walk,Walk,,4435,5.64,121.0,10,false,,,activities/12168087301.fit.gz,,,4435.0,4435.0,5644.7,1.721,1.273,89.0,87.0,206.2,256.4,14.7,0.0,,,57.0,52.0,121.0,97.0,,,326.0,,26.0,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.273,0.0,,,,7742.0,,,,,,,,,,,,,,,""
11407740915,"May 14, 2024, 11:28:26 AM",Afternoon Swim,Swim,,2131,"1,625",173.0,81,false,,,activities/12181882772.fit.gz,,,2131.0,2057.0,1625.0,1.924,0.79,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.0,173.0,154.0,,,323.0,,,81.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.763,0.0,,,,,,,,,,,,,,,,,,,""
11417339703,"May 15, 2024, 3:00:17 PM",Afternoon Walk,Walk,,3030,4.00,136.0,9,false,,,activities/12191734813.fit.gz,,,3030.0,3011.0,4004.6,1.877,1.33,85.0,84.0,277.2,355.0,13.6,0.0,,,112.0,54.0,136.0,109.0,,,246.0,,26.0,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.322,0.0,,,,5296.0,,,,,,,,,,,,,,,""
11424201989,"May 16, 2024, 1:18:45 PM",Afternoon Run,Run,,1382,2.73,168.0,42,false,,,activities/12198776577.fit.gz,,,1382.0,1382.0,2730.0,3.84,1.975,0.0,0.0,0.0,0.0,0.0,0.0,,,95.0,79.0,168.0,158.0,,186.0,226.0,,,42.0,257279.0,,,,,,,,187.0,1383.0,,,0.0,,1.0,2610.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.975,0.0,,,,3610.0,,,54.0,119.0,,,,,,,,,,,""
11438097054,"May 18, 2024, 7:52:48 AM",Morning Ride,Ride,,11766,46.19,186.0,112,false,,Unibike Viper,activities/12213079629.fit.gz,,14.7,11766.0,10525.0,46192.9,11.147,4.389,336.0,356.0,192.8,337.4,22.9,0.0,,,,,186.0,136.0,,92.0,963.0,,27.0,112.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.926,5523.3,,,,,,,,,,,,,,,,,,,""
11445110963,"May 19, 2024, 8:44:31 AM",Morning Swim,Swim,,2170,"1,200",180.0,88,false,,,activities/12220337403.fit.gz,,,2170.0,2125.0,1200.0,0.926,0.565,0.0,0.0,0.0,0.0,0.0,0.0,,,,32.0,180.0,155.0,,,327.0,,,88.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.553,0.0,,,,,,,,,,,,,,,,,,,""
11454148239,"May 20, 2024, 10:06:34 AM",Lunch Walk,Walk,"",3634,3.14,112.0,7,false,,,activities/12229685765.fit.gz,,,3634.0,2943.0,3142.4,4.918,1.068,16.0,9.0,206.8,221.4,13.0,0.1,,,71.0,50.0,112.0,97.0,,,187.0,,30.0,7.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.865,60.8,,,,4498.0,,,,,,,,,,,,,,,""
11462706426,"May 21, 2024, 11:40:29 AM",Afternoon Swim,Swim,,2169,"1,375",180.0,102,false,,,activities/12238496157.fit.gz,,,2169.0,2150.0,1375.0,1.786,0.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,30.0,180.0,159.0,,,340.0,,,102.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.634,0.0,,,,,,,,,,,,,,,,,,,""
11479787643,"May 23, 2024, 3:23:38 PM",Afternoon Run,Run,,2102,4.63,186.0,91,false,,,activities/12256039908.fit.gz,,,2102.0,2102.0,4630.0,3.35,2.203,0.0,0.0,0.0,0.0,0.0,0.0,,,90.0,79.0,186.0,166.0,,210.0,347.0,,,91.0,441373.0,,,,,,,,225.0,2103.0,,,0.0,,1.0,4616.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.203,0.0,,,,5468.0,,,119.0,143.0,,,,,,,,,,,""
11490673713,"May 25, 2024, 5:41:06 AM",Morning Swim,Swim,,2281,"1,275",177.0,113,false,,,activities/12267256038.fit.gz,,,2281.0,2136.0,1275.0,0.864,0.597,0.0,0.0,0.0,0.0,0.0,0.0,,,,28.0,177.0,161.0,,,347.0,,,113.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.559,0.0,,,,,,,,,,,,,,,,,,,""
11499093870,"May 26, 2024, 7:22:46 AM",Morning Run,Run,,2101,4.78,184.0,85,false,,,activities/12275972951.fit.gz,,,2101.0,2101.0,4780.0,3.568,2.275,0.0,0.0,0.0,0.0,0.0,0.0,,,91.0,79.0,184.0,164.0,,238.0,341.0,,,85.0,499178.0,,,,,,,,249.0,2102.0,,,0.0,,1.0,5199.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.275,0.0,,,,5536.0,,,147.0,159.0,,,,,,,,,,,""
11516178142,"May 28, 2024, 11:36:05 AM",Afternoon Swim,Swim,,2300,"1,750",174.0,68,false,,,activities/12293595478.fit.gz,,,2300.0,2241.0,1750.0,2.084,0.781,0.0,0.0,0.0,0.0,0.0,0.0,,,,26.0,174.0,147.0,,,301.0,,,68.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.761,0.0,,,,,,,,,,,,,,,,,,,""
11526369557,"May 29, 2024, 4:10:20 PM",Evening Workout,Workout,"",4283,0,167.0,27,false,,,activities/12304102052.fit.gz,,,4283.0,4283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,94.0,59.0,167.0,128.0,,,376.0,,,27.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11530341954,"May 30, 2024, 6:16:17 AM",Morning Run,Run,,3001,6.24,177.0,101,false,,,activities/12308181726.fit.gz,,,3001.0,3001.0,6240.0,4.138,2.079,0.0,0.0,0.0,0.0,0.0,0.0,,,105.0,77.0,177.0,159.0,,259.0,450.0,,,101.0,775781.0,,,,,,,,279.0,3002.0,,,0.0,,1.0,8213.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.079,0.0,,,,7656.0,,,263.0,178.0,,,,,,,,,,,""
11533075408,"May 30, 2024, 1:56:05 PM",Afternoon Walk,Walk,,2798,3.99,133.0,7,false,,,activities/12311001591.fit.gz,,,2798.0,2798.0,3994.8,2.265,1.428,81.0,80.0,275.8,346.8,20.0,0.0,,,61.0,56.0,133.0,105.0,,,233.0,,31.0,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.428,0.0,,,,5226.0,,,,,,,,,,,,,,,""
11538615699,"May 31, 2024, 6:29:27 AM",Morning Ride,Ride,"",10650,40.12,180.0,84,false,"",Unibike Viper,activities/12316704796.fit.gz,,14.7,10650.0,9628.0,40127.6,11.718,4.168,541.0,560.6,263.8,451.2,18.1,0.0,,,,,180.0,129.0,,98.0,1050.0,,24.0,84.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.768,8079.9,,,,,,,,,,,,,,,,,,,""
11570606881,"Jun 4, 2024, 11:32:27 AM",Afternoon Swim,Swim,,2095,"1,325",165.0,65,false,,,activities/12349686063.fit.gz,,,2095.0,2038.0,1325.0,1.924,0.65,0.0,0.0,0.0,0.0,0.0,0.0,,,,25.0,165.0,148.0,,,291.0,,,65.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.632,0.0,,,,,,,,,,,,,,,,,,,""
11579278005,"Jun 5, 2024, 12:09:42 PM",Afternoon Run,Run,,1955,4.70,193.0,86,false,,,activities/12358579752.fit.gz,,,1955.0,1955.0,4700.0,4.22,2.404,0.0,0.0,0.0,0.0,0.0,0.0,,,90.0,79.0,193.0,168.0,,294.0,318.0,,,86.0,575123.0,,,,,,,,320.0,1956.0,,,0.0,,1.0,6057.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.404,0.0,,,,4998.0,,,225.0,204.0,,,,,,,,,,,""
11589007642,"Jun 6, 2024, 2:49:58 PM",Afternoon Workout,Workout,"",5238,0,166.0,44,false,,,activities/12368568720.fit.gz,,,5238.0,5238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,115.0,59.0,166.0,134.0,,,502.0,,,44.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11594976284,"Jun 7, 2024, 10:44:06 AM",Lunch Run,Run,,1388,3.96,192.0,82,false,,,activities/12374673445.fit.gz,,,1388.0,1371.0,3965.0,5.09,2.892,83.0,83.0,276.6,354.8,15.2,0.0,,,88.0,77.0,192.0,177.0,,283.0,251.0,,,82.0,387115.0,,,,,,,,299.0,1389.0,,,0.0,,1.0,4174.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.857,0.0,,,,3450.0,,,139.0,190.0,3.045,,,,,,,,,,""
11597834139,"Jun 7, 2024, 5:58:59 PM",Evening Ride,Ride,"",2389,7.25,150.0,6,false,,Unibike Viper,activities/12377609661.fit.gz,,14.7,2389.0,2241.0,7257.5,8.136,3.238,125.0,122.0,270.8,374.2,37.7,0.0,,,,,150.0,103.0,,80.0,147.0,,23.0,6.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,3.038,0.0,,,,,,,,,,,,,,,,,,,""
11600386208,"Jun 8, 2024, 5:59:05 AM",Morning Ride,Ride,,1304,7.28,161.0,16,false,,Unibike Viper,activities/12380237973.fit.gz,,14.7,1304.0,1304.0,7283.0,11.32,5.585,60.0,113.0,249.8,338.8,13.1,-0.7,,,,,161.0,137.0,,115.0,169.0,,24.0,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,5.585,0.0,,,,,,,,,,,,,,,,,,,""
11600739044,"Jun 8, 2024, 6:30:18 AM",Morning Weight Training,Weight Training,,4385,0,155.0,15,false,,,activities/12380605100.fit.gz,,,4385.0,4385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,155.0,110.0,,,293.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11600940512,"Jun 8, 2024, 7:50:42 AM",Morning Ride,Ride,,1688,7.11,154.0,10,false,,Unibike Viper,activities/12380813682.fit.gz,,14.7,1688.0,1688.0,7111.1,10.294,4.213,110.0,56.0,252.6,339.6,12.3,0.7,,,,,154.0,125.0,,114.0,175.0,,28.0,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.213,0.0,,,,,,,,,,,,,,,,,,,""
11614201548,"Jun 9, 2024, 3:53:21 PM",Afternoon Ride,Ride,,7439,33.52,176.0,106,false,,Unibike Viper,activities/12394498520.fit.gz,,14.7,7439.0,7112.0,33527.7,14.058,4.714,540.0,529.0,225.0,399.2,43.6,0.0,,,,,176.0,141.0,,127.0,761.0,,25.0,106.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,4.507,4139.1,,,,,,,,,,,,,,,,,,,""
11643759271,"Jun 13, 2024, 2:03:05 PM",Afternoon Weight Training,Weight Training,,4060,0,162.0,24,false,,,activities/12424885213.fit.gz,,,4060.0,4060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,162.0,124.0,,,358.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11650397730,"Jun 14, 2024, 11:27:23 AM",Afternoon Workout,Workout,"",6794,0,143.0,25,false,,,activities/12431702166.fit.gz,,,6794.0,6794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,118.0,61.0,143.0,120.0,,,351.0,,,25.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,""
11655370324,"Jun 15, 2024, 6:39:26 AM",Morning Walk,Walk,,4859,5.89,122.0,11,false,,,activities/12436835135.fit.gz,,,4859.0,4859.0,5893.9,1.628,1.213,109.0,102.0,271.8,353.0,15.9,0.1,,,64.0,52.0,122.0,98.0,,,341.0,,27.0,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.213,0.0,,,,8404.0,,,,,,,,,,,,,,,""
11665898060,"Jun 16, 2024, 7:29:03 AM",Morning Ride,Ride,,19410,32.58,182.0,62,false,,Unibike Viper,activities/12447706596.fit.gz,,14.7,19410.0,7473.0,32588.3,11.47,4.361,416.0,412.0,223.2,355.4,24.0,0.0,,,,,182.0,125.0,,103.0,711.0,,21.0,62.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,13853240.0,,,,,,,,,,,0.0,1.679,535.3,,,,,,,,,,,,,,,,,,,""
